Sentence ID,System,Dataset,Edit Type,Input Text,Output Text,Input Index,Output Index,has_specialized_terms,contains_named_entity
LLAMA_006,LLAMA,wikiEN,substitution,one,a,"[[85, 88]]","[[51, 52]]",FALSE,TRUE
LLAMA_006,LLAMA,wikiEN,insertion,,"too,",,"[[89, 93]]",FALSE,FALSE
LLAMA_006,LLAMA,wikiEN,substitution,"promising rhetorician,",being good at speaking,"[[166, 188]]","[[112, 134]]",FALSE,FALSE
LLAMA_007,LLAMA,wikiEN,substitution,of,from,"[[24, 26]]","[[24, 28]]",FALSE,FALSE
LLAMA_007,LLAMA,wikiEN,insertion,,in,,"[[98, 100]]",FALSE,FALSE
LLAMA_007,LLAMA,wikiEN,deletion,Roman,,"[[95, 100]]",,FALSE,TRUE
LLAMA_007,LLAMA,wikiEN,split,,,,,FALSE,FALSE
LLAMA_007,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_008,LLAMA,wikiEN,substitution,whom,who,"[[34, 38]]","[[26, 29]]",FALSE,FALSE
LLAMA_008,LLAMA,wikiEN,deletion,"Jinghui,",,"[[25, 33]]",,TRUE,TRUE
LLAMA_008,LLAMA,wikiEN,deletion,also,,"[[43, 47]]",,FALSE,FALSE
LLAMA_008,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_009,LLAMA,wikiEN,split,,,,,FALSE,FALSE
LLAMA_009,LLAMA,wikiEN,insertion,,his,,"[[91, 94]]",FALSE,FALSE
LLAMA_009,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_009,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_009,LLAMA,wikiEN,substitution,imprisoned,was put in prison.,"[[54, 64]]","[[50, 68]]",FALSE,FALSE
LLAMA_010,LLAMA,wikiEN,deletion,(2-CNA),,"[[23, 30]]",,TRUE,TRUE
LLAMA_010,LLAMA,wikiEN,substitution,in the production of,for making,"[[109, 129]]","[[42, 52]]",FALSE,FALSE
LLAMA_010,LLAMA,wikiEN,substitution,"a variety of bioactive chemicals,[4]",various medicines.,"[[130, 166]]","[[53, 71]]",TRUE,TRUE
LLAMA_010,LLAMA,wikiEN,deletion,including boscalid[5] and diflufenican.,,"[[167, 206]]",,TRUE,TRUE
LLAMA_010,LLAMA,wikiEN,deletion,halogenated derivative of nicotinic acid that is used as,,"[[36, 92]]",,TRUE,FALSE
LLAMA_011,LLAMA,wikiEN,substitution,predominantly,mainly,"[[56, 69]]","[[56, 62]]",FALSE,FALSE
LLAMA_011,LLAMA,wikiEN,deletion,the U.S. state of,,"[[84, 101]]",,FALSE,TRUE
LLAMA_012,LLAMA,wikiEN,substitution,"sons of Cochise,","Cochise's sons,","[[65, 81]]","[[51, 66]]",FALSE,TRUE
LLAMA_012,LLAMA,wikiEN,deletion,including Medal of Honor recipient Orizoba Spence.,,"[[122, 172]]",,FALSE,TRUE
LLAMA_012,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_012,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_013,LLAMA,wikiEN,insertion,,people,,"[[34, 40]]",FALSE,FALSE
LLAMA_013,LLAMA,wikiEN,substitution,led to the forced relocation of,forced | to move,"[[12, 43]]","[[12, 18], [41, 48]]",FALSE,FALSE
LLAMA_014,LLAMA,wikiEN,reorder,death,"death,","[[10, 15]]","[[16, 22]]",FALSE,FALSE
LLAMA_014,LLAMA,wikiEN,substitution,remained,stayed,"[[38, 46]]","[[33, 39]]",FALSE,FALSE
LLAMA_014,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_014,LLAMA,wikiEN,substitution,schism,disagreement,"[[79, 85]]","[[70, 82]]",TRUE,FALSE
LLAMA_014,LLAMA,wikiEN,deletion,between Skinya and Tahzay,,"[[86, 111]]",,FALSE,TRUE
LLAMA_015,LLAMA,wikiEN,reorder,"In 1876,",in 1876.,"[[0, 8]]","[[56, 64]]",FALSE,TRUE
LLAMA_015,LLAMA,wikiEN,deletion,in the Arizona Territory,,"[[51, 75]]",,FALSE,TRUE
LLAMA_015,LLAMA,wikiEN,substitution,raided,attacked,"[[80, 86]]","[[36, 44]]",FALSE,FALSE
LLAMA_015,LLAMA,wikiEN,deletion,a band of,,"[[90, 99]]",,FALSE,FALSE
LLAMA_015,LLAMA,wikiEN,deletion,led by Pionsenay.,,"[[108, 125]]",,FALSE,TRUE
LLAMA_015,LLAMA,wikiEN,deletion,overland,,"[[29, 37]]",,FALSE,FALSE
LLAMA_015,LLAMA,wikiEN,substitution,mail station,post office,"[[38, 50]]","[[20, 31]]",FALSE,FALSE
LLAMA_016,LLAMA,wikiEN,substitution,The,a,"[[0, 3]]","[[38, 39]]",FALSE,FALSE
LLAMA_016,LLAMA,wikiEN,substitution,attack,fight.,"[[4, 10]]","[[40, 46]]",FALSE,FALSE
LLAMA_016,LLAMA,wikiEN,deletion,after,,"[[26, 31]]",,FALSE,FALSE
LLAMA_016,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_017,LLAMA,wikiEN,substitution,initially,first,"[[13, 22]]","[[13, 18]]",FALSE,FALSE
LLAMA_017,LLAMA,wikiEN,substitution,at Fort Bowie.,elsewhere.,"[[99, 113]]","[[78, 88]]",FALSE,TRUE
LLAMA_017,LLAMA,wikiEN,substitution,the bodies,they,"[[55, 65]]","[[51, 55]]",FALSE,FALSE
LLAMA_017,LLAMA,wikiEN,substitution,"however,",but,"[[46, 54]]","[[42, 45]]",FALSE,FALSE
LLAMA_017,LLAMA,wikiEN,substitution,later,then,"[[71, 76]]","[[46, 50]]",FALSE,FALSE
LLAMA_017,LLAMA,wikiEN,substitution,exhumed for interment,moved and buried,"[[77, 98]]","[[61, 77]]",TRUE,FALSE
LLAMA_017,LLAMA,wikiEN,reorder,later,then,"[[71, 76]]","[[46, 50]]",FALSE,FALSE
LLAMA_018,LLAMA,wikiEN,substitution,from,between,"[[94, 98]]","[[21, 28]]",FALSE,FALSE
LLAMA_018,LLAMA,wikiEN,substitution,under the Romanesque Revival architecture designs,according to the Romanesque Revival style.,"[[112, 161]]","[[43, 85]]",TRUE,FALSE
LLAMA_018,LLAMA,wikiEN,deletion,of the architect August Hardegger.,,"[[162, 196]]",,FALSE,TRUE
LLAMA_018,LLAMA,wikiEN,deletion,"Due to the influx of Catholic immigration in Zurich in the 19th century,",,"[[0, 72]]",,FALSE,TRUE
LLAMA_019,LLAMA,wikiEN,reorder,"In the 19th century,",in the 19th century,"[[0, 20]]","[[37, 56]]",FALSE,TRUE
LLAMA_019,LLAMA,wikiEN,substitution,more and more,Many,"[[21, 34]]","[[0, 4]]",FALSE,FALSE
LLAMA_019,LLAMA,wikiEN,deletion,from eastern and central Switzerland,,"[[45, 81]]",,FALSE,TRUE
LLAMA_019,LLAMA,wikiEN,substitution,migrated,moved,"[[82, 90]]","[[21, 26]]",FALSE,FALSE
LLAMA_019,LLAMA,wikiEN,substitution,Catholic,new,"[[121, 129]]","[[70, 73]]",FALSE,TRUE
LLAMA_019,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_020,LLAMA,wikiEN,substitution,attempted,tried,"[[25, 34]]","[[16, 21]]",FALSE,FALSE
LLAMA_020,LLAMA,wikiEN,substitution,acquire,get,"[[38, 45]]","[[25, 28]]",FALSE,FALSE
LLAMA_020,LLAMA,wikiEN,reorder,"In 1889,","in 1889,","[[0, 8]]","[[51, 59]]",FALSE,TRUE
LLAMA_020,LLAMA,wikiEN,substitution,a building site,land,"[[46, 61]]","[[29, 33]]",FALSE,FALSE
LLAMA_020,LLAMA,wikiEN,substitution,on the shores of,near,"[[62, 78]]","[[34, 38]]",FALSE,FALSE
LLAMA_020,LLAMA,wikiEN,substitution,was prevented,it wasn't allowed,"[[96, 109]]","[[64, 81]]",FALSE,FALSE
LLAMA_020,LLAMA,wikiEN,substitution,due to,because of,"[[110, 116]]","[[82, 92]]",FALSE,FALSE
LLAMA_020,LLAMA,wikiEN,substitution,religious reservations,some people's concerns about religion,"[[117, 139]]","[[93, 130]]",TRUE,FALSE
LLAMA_021,LLAMA,wikiEN,substitution,made an appeal,appealed,"[[34, 48]]","[[19, 27]]",FALSE,FALSE
LLAMA_021,LLAMA,wikiEN,insertion,,then,,"[[14, 18]]",FALSE,FALSE
LLAMA_021,LLAMA,wikiEN,deletion,drew attention to the struggling situation of the Catholics in Zurich,,"[[110, 179]]",,FALSE,TRUE
LLAMA_021,LLAMA,wikiEN,substitution,provided the necessary funds to,helped,"[[195, 226]]","[[49, 55]]",FALSE,FALSE
LLAMA_021,LLAMA,wikiEN,substitution,purchase lots,buy land,"[[227, 240]]","[[56, 64]]",FALSE,FALSE
LLAMA_021,LLAMA,wikiEN,substitution,plan,build,"[[245, 249]]","[[69, 74]]",FALSE,FALSE
LLAMA_021,LLAMA,wikiEN,substitution,church buildings.,churches.,"[[250, 267]]","[[75, 84]]",FALSE,FALSE
LLAMA_021,LLAMA,wikiEN,deletion,"After this failure,",,"[[0, 19]]",,FALSE,FALSE
LLAMA_022,LLAMA,wikiEN,substitution,due to a lack of funds.,there wasn't enough money,"[[69, 92]]","[[41, 66]]",FALSE,FALSE
LLAMA_022,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_023,LLAMA,wikiEN,substitution,received,got,"[[10, 18]]","[[10, 13]]",FALSE,FALSE
LLAMA_023,LLAMA,wikiEN,substitution,his flight,flying,"[[36, 46]]","[[31, 37]]",FALSE,FALSE
LLAMA_023,LLAMA,wikiEN,deletion,"and is the only person to have ever received an Olympic medal for aeronautics,",,"[[93, 171]]",,TRUE,TRUE
LLAMA_023,LLAMA,wikiEN,substitution,was subsequently discontinued.,it's been stopped afterwards.,"[[188, 218]]","[[118, 147]]",FALSE,FALSE
LLAMA_023,LLAMA,wikiEN,substitution,since,because,"[[172, 177]]","[[110, 117]]",FALSE,FALSE
LLAMA_023,LLAMA,wikiEN,insertion,,It was a special award,,"[[87, 109]]",FALSE,FALSE
LLAMA_023,LLAMA,wikiEN,split,,,,,FALSE,FALSE
LLAMA_024,LLAMA,wikiEN,reorder,"In 1976,",in 1976,"[[0, 8]]","[[20, 27]]",FALSE,TRUE
LLAMA_024,LLAMA,wikiEN,substitution,could not cope with,couldn't handle,"[[42, 61]]","[[41, 56]]",FALSE,FALSE
LLAMA_024,LLAMA,wikiEN,substitution,lifestyle.,way of living.,"[[66, 76]]","[[61, 75]]",FALSE,FALSE
LLAMA_025,LLAMA,wikiEN,split,,,,,FALSE,FALSE
LLAMA_025,LLAMA,wikiEN,deletion,"In the first round of qualification,",,"[[0, 36]]",,FALSE,TRUE
LLAMA_025,LLAMA,wikiEN,substitution,2024 European Championship,main tournament,"[[80, 106]]","[[36, 51]]",TRUE,TRUE
LLAMA_025,LLAMA,wikiEN,substitution,singled round-robin,each other once.,"[[119, 138]]","[[62, 78]]",TRUE,FALSE
LLAMA_025,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_025,LLAMA,wikiEN,deletion,"with the winners advancing to the second phase,",,"[[139, 186]]",,FALSE,TRUE
LLAMA_025,LLAMA,wikiEN,insertion,,top,,"[[86, 89]]",FALSE,FALSE
LLAMA_025,LLAMA,wikiEN,substitution,will be joined by,will then join,"[[203, 220]]","[[96, 110]]",FALSE,FALSE
LLAMA_025,LLAMA,wikiEN,substitution,remaining ten,rest of,"[[225, 238]]","[[115, 122]]",FALSE,TRUE
LLAMA_025,LLAMA,wikiEN,deletion,from the European Championship,,"[[245, 275]]",,FALSE,TRUE
LLAMA_025,LLAMA,wikiEN,substitution,play,compete in,"[[280, 284]]","[[137, 147]]",FALSE,FALSE
LLAMA_025,LLAMA,wikiEN,substitution,determine the qualified teams.,see who qualifies.,"[[303, 333]]","[[167, 185]]",FALSE,FALSE
LLAMA_025,LLAMA,wikiEN,substitution,games,matches,"[[294, 299]]","[[156, 163]]",FALSE,FALSE
LLAMA_026,LLAMA,wikiEN,substitution,NGC 5630,It,"[[0, 8]]","[[0, 2]]",TRUE,FALSE
LLAMA_026,LLAMA,wikiEN,substitution,i.e.,because,"[[38, 42]]","[[31, 38]]",FALSE,FALSE
LLAMA_026,LLAMA,wikiEN,substitution,galaxy group,group of galaxies.,"[[75, 87]]","[[69, 87]]",FALSE,FALSE
LLAMA_026,LLAMA,wikiEN,deletion,or cluster,,"[[88, 98]]",,FALSE,FALSE
LLAMA_026,LLAMA,wikiEN,deletion,and hence is gravitationally alone.,,"[[99, 134]]",,FALSE,FALSE
LLAMA_026,LLAMA,wikiEN,substitution,one,it,"[[43, 46]]","[[39, 41]]",FALSE,TRUE
LLAMA_027,LLAMA,wikiEN,substitution,colloquially,also,"[[14, 26]]","[[14, 18]]",FALSE,FALSE
LLAMA_027,LLAMA,wikiEN,substitution,known as,called,"[[27, 35]]","[[19, 25]]",FALSE,FALSE
LLAMA_027,LLAMA,wikiEN,substitution,historical term,old name for,"[[87, 102]]","[[85, 97]]",FALSE,FALSE
LLAMA_027,LLAMA,wikiEN,substitution,Serbs.,Serb people.,"[[107, 113]]","[[102, 114]]",FALSE,TRUE
LLAMA_027,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_028,LLAMA,wikiEN,deletion,Sometimes,,"[[0, 9]]",,FALSE,FALSE
LLAMA_028,LLAMA,wikiEN,substitution,this species,It,"[[10, 22]]","[[0, 2]]",FALSE,FALSE
LLAMA_028,LLAMA,wikiEN,substitution,occurs,grows,"[[23, 29]]","[[3, 8]]",FALSE,FALSE
LLAMA_028,LLAMA,wikiEN,deletion,plant,,"[[43, 48]]",,FALSE,FALSE
LLAMA_028,LLAMA,wikiEN,substitution,certain,suitable,"[[69, 76]]","[[28, 36]]",FALSE,FALSE
LLAMA_028,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_029,LLAMA,wikiEN,deletion,var. tomentosus,,"[[20, 35]]",,TRUE,TRUE
LLAMA_029,LLAMA,wikiEN,deletion,"in the genus,",,"[[58, 71]]",,TRUE,FALSE
LLAMA_029,LLAMA,wikiEN,substitution,a lot more,that are very thick.,"[[130, 140]]","[[86, 107]]",FALSE,FALSE
LLAMA_029,LLAMA,wikiEN,reorder,hairy leaves.,hairy leaves,"[[141, 154]]","[[73, 85]]",FALSE,FALSE
LLAMA_029,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_029,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_029,LLAMA,wikiEN,substitution,having less red in their buds,buds that are not as red,"[[96, 125]]","[[44, 68]]",FALSE,FALSE
LLAMA_030,LLAMA,wikiEN,substitution,Prior to,Before,"[[0, 8]]","[[0, 6]]",FALSE,FALSE
LLAMA_030,LLAMA,wikiEN,substitution,"his acting debut,","becoming an actor,","[[9, 26]]","[[7, 25]]",FALSE,FALSE
LLAMA_030,LLAMA,wikiEN,substitution,talk,TV,"[[93, 97]]","[[38, 40]]",FALSE,FALSE
LLAMA_030,LLAMA,wikiEN,insertion,,called,,"[[46, 52]]",FALSE,FALSE
LLAMA_030,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_030,LLAMA,wikiEN,deletion,regular,,"[[45, 52]]",,FALSE,FALSE
LLAMA_030,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_031,LLAMA,wikiEN,deletion,with a minor role,,"[[26, 43]]",,FALSE,FALSE
LLAMA_031,LLAMA,wikiEN,deletion,romance,,"[[56, 63]]",,FALSE,FALSE
LLAMA_031,LLAMA,wikiEN,substitution,film,movie,"[[64, 68]]","[[38, 43]]",FALSE,FALSE
LLAMA_032,LLAMA,wikiEN,substitution,received,got,"[[13, 21]]","[[13, 16]]",FALSE,FALSE
LLAMA_032,LLAMA,wikiEN,split,,,,,FALSE,FALSE
LLAMA_032,LLAMA,wikiEN,deletion,sole,,"[[32, 36]]",,FALSE,FALSE
LLAMA_032,LLAMA,wikiEN,substitution,lead role,main | character,"[[42, 51]]","[[27, 31], [37, 46]]",FALSE,FALSE
LLAMA_032,LLAMA,wikiEN,deletion,"directed by Cheng Wei-hao,[22]",,"[[88, 118]]",,FALSE,TRUE
LLAMA_032,LLAMA,wikiEN,deletion,Leading,,"[[163, 170]]",,FALSE,FALSE
LLAMA_032,LLAMA,wikiEN,deletion,in a Miniseries or Television Film,,"[[177, 211]]",,TRUE,TRUE
LLAMA_032,LLAMA,wikiEN,deletion,in the 57th Golden Bell Awards,,"[[212, 242]]",,TRUE,TRUE
LLAMA_032,LLAMA,wikiEN,substitution,this,that,"[[247, 251]]","[[118, 122]]",FALSE,FALSE
LLAMA_032,LLAMA,wikiEN,substitution,received a nomination,was nominated,"[[132, 153]]","[[85, 98]]",FALSE,FALSE
LLAMA_033,LLAMA,wikiEN,deletion,"In 48 years of service,",,"[[0, 23]]",,FALSE,TRUE
LLAMA_033,LLAMA,wikiEN,substitution,oversaw,supervised,"[[27, 34]]","[[3, 13]]",FALSE,FALSE
LLAMA_033,LLAMA,wikiEN,deletion,(originally Trinity College),,"[[77, 105]]",,FALSE,TRUE
LLAMA_033,LLAMA,wikiEN,substitution,a single,one,"[[111, 119]]","[[61, 64]]",FALSE,FALSE
LLAMA_033,LLAMA,wikiEN,substitution,over a,more than a,"[[136, 142]]","[[81, 92]]",FALSE,FALSE
LLAMA_033,LLAMA,wikiEN,deletion,and documents,,"[[157, 170]]",,FALSE,FALSE
LLAMA_033,LLAMA,wikiEN,deletion,in modern facilities at his retirement in,,"[[171, 212]]",,FALSE,FALSE
LLAMA_034,LLAMA,wikiEN,deletion,"Granville County,",,"[[30, 47]]",,FALSE,TRUE
LLAMA_034,LLAMA,wikiEN,deletion,"near Oxford,",,"[[63, 75]]",,FALSE,TRUE
LLAMA_034,LLAMA,wikiEN,deletion,Henry Breedlove,,"[[84, 99]]",,FALSE,TRUE
LLAMA_034,LLAMA,wikiEN,deletion,Caroline Hunt,,"[[110, 123]]",,FALSE,TRUE
LLAMA_035,LLAMA,wikiEN,deletion,As the collection grew rapidly,,"[[0, 30]]",,FALSE,FALSE
LLAMA_035,LLAMA,wikiEN,reorder,"over the next 30 years,",during the next 30 years.,"[[31, 54]]","[[88, 113]]",FALSE,TRUE
LLAMA_035,LLAMA,wikiEN,substitution,labored to manage the flood,had to deal with a lot,"[[65, 92]]","[[10, 32]]",FALSE,FALSE
LLAMA_035,LLAMA,wikiEN,deletion,amid staff shortages.,,"[[120, 141]]",,FALSE,FALSE
LLAMA_035,LLAMA,wikiEN,insertion,,that were coming in quickly,,"[[60, 87]]",FALSE,FALSE
LLAMA_036,LLAMA,wikiEN,substitution,"library buildings,",new libraries.,"[[46, 64]]","[[34, 48]]",FALSE,FALSE
LLAMA_036,LLAMA,wikiEN,substitution,the planning for,planning,"[[19, 35]]","[[19, 27]]",FALSE,FALSE
LLAMA_036,LLAMA,wikiEN,deletion,each necessitating a transfer of the entire collection.,,"[[65, 120]]",,TRUE,FALSE
LLAMA_037,LLAMA,wikiEN,deletion,"In 1902,",,"[[0, 8]]",,FALSE,TRUE
LLAMA_037,LLAMA,wikiEN,deletion,by James Buchanan Duke,,"[[22, 44]]",,FALSE,TRUE
LLAMA_037,LLAMA,wikiEN,substitution,opened,was finished,"[[93, 99]]","[[47, 59]]",FALSE,FALSE
LLAMA_037,LLAMA,wikiEN,substitution,"supplemented by an additional gift of $10,000",and got more money,"[[109, 154]]","[[68, 86]]",FALSE,TRUE
LLAMA_037,LLAMA,wikiEN,split,,,,,FALSE,FALSE
LLAMA_037,LLAMA,wikiEN,substitution,to purchase,for buying,"[[155, 166]]","[[87, 97]]",FALSE,FALSE
LLAMA_037,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_038,LLAMA,wikiEN,substitution,designated an,made into a,"[[184, 197]]","[[49, 60]]",FALSE,FALSE
LLAMA_038,LLAMA,wikiEN,deletion,with a plaque from,,"[[212, 230]]",,FALSE,FALSE
LLAMA_038,LLAMA,wikiEN,insertion,,by,,"[[75, 77]]",FALSE,FALSE
LLAMA_038,LLAMA,wikiEN,substitution,home,house,"[[4, 8]]","[[2, 7]]",FALSE,FALSE
LLAMA_038,LLAMA,wikiEN,deletion,"in Durham's Trinity Historic District, a ""restrained Neo-Classical design reminiscent of the more elaborate (former) Watts Hospital"",",,"[[46, 179]]",,TRUE,TRUE
LLAMA_039,LLAMA,wikiEN,reorder,"Before the 2023 World Championship,",before the 2023 World Championship.,"[[0, 35]]","[[79, 114]]",FALSE,TRUE
LLAMA_039,LLAMA,wikiEN,substitution,called up,added,"[[67, 76]]","[[31, 36]]",FALSE,FALSE
LLAMA_039,LLAMA,wikiEN,reorder,German,Germany's,"[[114, 120]]","[[48, 57]]",FALSE,TRUE
LLAMA_039,LLAMA,wikiEN,deletion,squad of the,,"[[101, 113]]",,FALSE,FALSE
LLAMA_040,LLAMA,wikiEN,substitution,formed,was,"[[10, 16]]","[[13, 16]]",FALSE,FALSE
LLAMA_040,LLAMA,wikiEN,deletion,"at PAF Base Mauripur,",,"[[50, 71]]",,TRUE,TRUE
LLAMA_040,LLAMA,wikiEN,deletion,"has evolved over the decades, participating in significant missions and conflicts.",,"[[85, 167]]",,FALSE,TRUE
LLAMA_040,LLAMA,wikiEN,reorder,the squadron,squadron,"[[72, 84]]","[[4, 12]]",FALSE,FALSE
LLAMA_041,LLAMA,wikiEN,deletion,in 1972,,"[[22, 29]]",,FALSE,TRUE
LLAMA_041,LLAMA,wikiEN,deletion,"in 1977,",,"[[46, 54]]",,FALSE,TRUE
LLAMA_041,LLAMA,wikiEN,substitution,transitioned through,used,"[[68, 88]]","[[52, 56]]",FALSE,FALSE
LLAMA_041,LLAMA,wikiEN,substitution,various,different,"[[89, 96]]","[[57, 66]]",FALSE,FALSE
LLAMA_041,LLAMA,wikiEN,substitution,"aircraft,","planes,","[[97, 106]]","[[67, 74]]",FALSE,FALSE
LLAMA_041,LLAMA,wikiEN,deletion,"including the Dassault Mirage IIIRP and Shenyang F-6,",,"[[107, 160]]",,TRUE,TRUE
LLAMA_041,LLAMA,wikiEN,deletion,and later the F-7PGs.,,"[[203, 224]]",,FALSE,FALSE
LLAMA_041,LLAMA,wikiEN,deletion,Chengdu,,"[[181, 188]]",,TRUE,TRUE
LLAMA_041,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_042,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_042,LLAMA,wikiEN,substitution,in 2008,"every year,","[[43, 50]]","[[43, 54]]",FALSE,TRUE
LLAMA_042,LLAMA,wikiEN,substitution,and continues to play a vital role,keeping an important place,"[[51, 85]]","[[55, 81]]",FALSE,FALSE
LLAMA_042,LLAMA,wikiEN,substitution,PAF’s operational activities,military's operations.,"[[89, 117]]","[[89, 111]]",TRUE,TRUE
LLAMA_042,LLAMA,wikiEN,deletion,and exercises.,,"[[118, 132]]",,FALSE,FALSE
LLAMA_043,LLAMA,wikiEN,deletion,under the command of Flight Lieutenant Zulfiqar Ali Khan.,,"[[141, 198]]",,FALSE,TRUE
LLAMA_043,LLAMA,wikiEN,substitution,as a photo reconnaissance flight,photos,"[[50, 82]]","[[24, 30]]",TRUE,FALSE
LLAMA_043,LLAMA,wikiEN,deletion,at PAF Base Mauripur,,"[[83, 103]]",,TRUE,FALSE
LLAMA_043,LLAMA,wikiEN,substitution,Lockheed RT-33 Shooting Stars,small planes,"[[111, 140]]","[[36, 48]]",TRUE,TRUE
LLAMA_043,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_044,LLAMA,wikiEN,substitution,On the outbreak of the,During the,"[[0, 22]]","[[0, 10]]",FALSE,FALSE
LLAMA_044,LLAMA,wikiEN,substitution,Aerial reconnaissance,spy,"[[69, 90]]","[[57, 60]]",TRUE,FALSE
LLAMA_044,LLAMA,wikiEN,substitution,with the Lockheed RT-33s,using planes,"[[100, 124]]","[[70, 82]]",TRUE,TRUE
LLAMA_044,LLAMA,wikiEN,substitution,providing vital photographic data coverage,that took photos which were very helpful,"[[125, 167]]","[[83, 123]]",TRUE,FALSE
LLAMA_044,LLAMA,wikiEN,substitution,PAF,air force. | Pakistan's,"[[175, 178]]","[[147, 157], [127, 137]]",TRUE,TRUE
LLAMA_044,LLAMA,wikiEN,reorder,the Army.,army,"[[183, 192]]","[[138, 142]]",FALSE,TRUE
LLAMA_045,LLAMA,wikiEN,deletion,the squadron,,"[[15, 27]]",,TRUE,FALSE
LLAMA_045,LLAMA,wikiEN,reorder,was disbanded in June 1972,was disbanded in June 1972.,"[[28, 54]]","[[55, 82]]",FALSE,TRUE
LLAMA_045,LLAMA,wikiEN,substitution,with it's assets transferred to No. 2 Squadron.,No. 2 Squadron took over its assets,"[[55, 102]]","[[15, 50]]",TRUE,FALSE
LLAMA_045,LLAMA,wikiEN,insertion,,and,,"[[51, 54]]",FALSE,FALSE
LLAMA_046,LLAMA,wikiEN,deletion,squad of,,"[[36, 44]]",,TRUE,FALSE
LLAMA_046,LLAMA,wikiEN,deletion,for a training course,,"[[70, 91]]",,FALSE,FALSE
LLAMA_046,LLAMA,wikiEN,split,,,,,FALSE,FALSE
LLAMA_046,LLAMA,wikiEN,substitution,made his first appearance in,then played,"[[108, 136]]","[[58, 69]]",FALSE,TRUE
LLAMA_046,LLAMA,wikiEN,insertion,,match,,"[[81, 86]]",FALSE,FALSE
LLAMA_046,LLAMA,wikiEN,substitution,German national team,Germany team,"[[49, 69]]","[[26, 38]]",FALSE,TRUE
LLAMA_046,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
LLAMA_047,LLAMA,wikiEN,deletion,"in Norfolk,",,"[[48, 59]]",,FALSE,TRUE
LLAMA_047,LLAMA,wikiEN,deletion,in Suffolk,,"[[77, 87]]",,FALSE,TRUE
LLAMA_047,LLAMA,wikiEN,insertion,,one of them,,"[[94, 105]]",FALSE,FALSE
LLAMA_047,LLAMA,wikiEN,substitution,although,but,"[[144, 152]]","[[135, 138]]",FALSE,FALSE
LLAMA_047,LLAMA,wikiEN,insertion,,site,,"[[147, 151]]",FALSE,FALSE
LLAMA_047,LLAMA,wikiEN,insertion,,actually,,"[[152, 160]]",FALSE,FALSE
LLAMA_047,LLAMA,wikiEN,substitution,dating to the seventh century.,from that time.,"[[173, 203]]","[[173, 188]]",FALSE,TRUE
LLAMA_047,LLAMA,wikiEN,substitution,to both sites being championed,people to think that,"[[97, 127]]","[[73, 93]]",FALSE,FALSE
LLAMA_047,LLAMA,wikiEN,substitution,as the location,"is from the seventh century,","[[128, 143]]","[[106, 134]]",FALSE,FALSE
LLAMA_048,LLAMA,wikiEN,reorder,before joining the 1922 Mount Everest expedition.,"Before joining the 1922 Mount Everest expedition,","[[106, 155]]","[[0, 49]]",FALSE,TRUE
LLAMA_048,LLAMA,wikiEN,deletion,"was an experienced mountaineer, and",,"[[3, 38]]",,FALSE,FALSE
LLAMA_048,LLAMA,wikiEN,substitution,reconnoitred,climbed,"[[43, 55]]","[[57, 64]]",TRUE,FALSE
LLAMA_048,LLAMA,wikiEN,deletion,"the world’s third highest mountain,",,"[[56, 91]]",,FALSE,TRUE
LLAMA_049,LLAMA,wikiEN,substitution,reportedly,allegedly,"[[17, 27]]","[[17, 26]]",FALSE,FALSE
LLAMA_050,LLAMA,wikiEN,substitution,various,many,"[[37, 44]]","[[37, 41]]",FALSE,FALSE
LLAMA_050,LLAMA,wikiEN,substitution,exerted significant power,lot of influence,"[[75, 100]]","[[73, 89]]",FALSE,FALSE
LLAMA_050,LLAMA,wikiEN,structure,,,,,FALSE,FALSE
MUSS_001,MUSS,wikiEN,substitution,designated,called,"[[17, 27]]","[[18, 24]]",FALSE,FALSE
MUSS_001,MUSS,wikiEN,deletion,that spans a total distance of 498 kilometers.,,"[[74, 120]]",,FALSE,TRUE
